date,symbol,value
2024-01-04,STK049,-0.2873833615491761
2024-01-04,STK050,-1.4634420018370031
2024-01-04,STK051,-0.5907070139634865
2024-01-04,STK052,0.3156050035903405
2024-01-04,STK053,1.2058536208882336
2024-01-04,STK054,-0.7290838377436085
2024-01-04,STK055,-0.6541464400677965
2024-01-04,STK056,-2.147289029738655
2024-01-04,STK057,-0.16266592054490767
2024-01-04,STK058,-1.062414411859563
2024-01-04,STK059,-0.5294394273660737
2024-01-05,STK000,-0.8768607781675882
2024-01-05,STK001,-0.09426255425255699
2024-01-05,STK003,-1.4670452453909906
2024-01-05,STK004,2.129247112028298
2024-01-05,STK006,-1.0967855784546396
2024-01-05,STK008,2.905067169240407
2024-01-05,STK009,-1.1715666288253417
2024-01-05,STK010,-0.36824895678803055
2024-01-05,STK012,1.7286976444055924
2024-01-05,STK013,-0.9868570784282374
2024-01-05,STK014,-0.24527784594210975
2024-01-05,STK016,0.43476607446661863
2024-01-05,STK017,-0.37615607123009925
2024-01-05,STK018,-0.13382296451604114
2024-01-05,STK019,-1.3748958083699818
2024-01-05,STK020,-0.23817374397466523
2024-01-05,STK021,-0.2663874900089551
2024-01-05,STK022,0.23216988962625595
2024-01-05,STK023,-0.555327218819016
2024-01-05,STK025,1.0127158178198286
2024-01-05,STK026,0.15542932766846604
2024-01-05,STK028,0.053155347577867364
2024-01-05,STK029,8.439309141418043e-05
2024-01-05,STK030,-0.7215580335428474
2024-01-05,STK031,0.316494261673308
2024-01-05,STK032,-0.09728659841348947
2024-01-05,STK033,2.093168308930595
2024-01-05,STK034,1.5733549024752425
2024-01-05,STK035,0.3858465525565008
2024-01-05,STK036,-0.7630572096947675
2024-01-05,STK037,-1.112411471983418
2024-01-05,STK038,1.191142953088865
2024-01-05,STK039,0.2627492251471385
2024-01-05,STK040,0.4801434033916108
2024-01-05,STK041,-1.7445859869741926
2024-01-05,STK042,0.9274384815581808
2024-01-05,STK043,0.45442033821436295
2024-01-05,STK044,-1.110430684414478
2024-01-05,STK046,0.2637172043565196
2024-01-05,STK047,0.05246679835624363
2024-01-05,STK048,-0.292171185803555
2024-01-05,STK049,-0.10348826806596086
2024-01-05,STK050,-0.25197737820688537
2024-01-05,STK051,0.15256251210246857
2024-01-05,STK052,1.471491972993157
2024-01-05,STK053,-2.5666584409312976
2024-01-05,STK054,-0.23685026450968424
2024-01-05,STK055,0.17651242137244696
2024-01-05,STK056,0.2959939896870995
2024-01-05,STK057,-0.37191458132128985
2024-01-05,STK058,-1.7567217824785826
2024-01-05,STK059,0.32799548371410964
2024-01-08,STK000,1.727350214164185
2024-01-08,STK001,-1.5338614049161376
2024-01-08,STK002,0.8638280136981883
2024-01-08,STK003,-0.3285252231228939
2024-01-08,STK005,-1.052898510703949
2024-01-08,STK006,-0.33445617235587666
2024-01-08,STK007,1.3000445946989585
2024-01-08,STK008,0.582655241987707
2024-01-08,STK010,1.1774118889776937
2024-01-08,STK011,0.4390866789295762
2024-01-08,STK012,1.743934526167792
2024-01-08,STK013,0.43899315873829875
2024-01-08,STK014,0.8279881767970589
2024-01-08,STK015,-0.29657095353470836
2024-01-08,STK016,0.06654581585920483
2024-01-08,STK017,-0.6974238233002769
2024-01-08,STK018,0.989583934594853
2024-01-08,STK020,0.7823503424176613
2024-01-08,STK021,-0.19065105750515945
2024-01-08,STK023,0.7508689887312598
2024-01-08,STK025,0.7307746911386448
2024-01-08,STK026,-1.5720402556532407
2024-01-08,STK027,-0.06695317289820084
2024-01-08,STK028,-1.172007192594816
2024-01-08,STK029,-0.5182798423662747
2024-01-08,STK030,1.5112284332767216
2024-01-08,STK031,0.637533810897696
2024-01-08,STK032,-0.6989304285787463
2024-01-08,STK033,-1.013717366440399
2024-01-08,STK034,0.03278209287626079
2024-01-08,STK035,-1.2165601493811278
2024-01-08,STK036,-0.6711402773965811
2024-01-08,STK037,0.31200947155124387
2024-01-08,STK038,1.1553120361066962
2024-01-08,STK039,0.6087614722244398
2024-01-08,STK040,-2.2912895085981
2024-01-08,STK042,0.07203357323257792
2024-01-08,STK043,0.41389028537269307
2024-01-08,STK044,1.6162096816512073
2024-01-08,STK045,-2.063238276804743
2024-01-08,STK046,-0.5911034251911056
2024-01-08,STK047,0.5909063227933546
2024-01-08,STK048,-1.5815943994539423
2024-01-08,STK049,1.475949048053509
2024-01-08,STK050,0.3683566127006584
2024-01-08,STK051,0.846583985843404
2024-01-08,STK052,-0.5709436615217945
2024-01-08,STK053,0.8137636899662105
2024-01-08,STK054,1.0684715559890383
2024-01-08,STK055,0.23287802013716835
2024-01-08,STK056,0.23440089269869593
2024-01-08,STK057,0.2703432392817259
2024-01-08,STK058,-0.8633452647393817
2024-01-08,STK059,-0.14752868024035293
2024-01-09,STK000,-0.1525225324523588
2024-01-09,STK001,0.3833938643534951
2024-01-09,STK002,0.9998242469102946
2024-01-09,STK003,-1.0585360819784093
2024-01-09,STK005,1.4814555476589732
2024-01-09,STK006,-0.7435882288125641
2024-01-09,STK007,-0.8222500172903203
2024-01-09,STK008,0.20230619183119358
2024-01-09,STK009,0.8443851904853201
2024-01-09,STK010,0.01142605556065933
2024-01-09,STK013,0.8418200668900618
2024-01-09,STK014,0.5541165013240933
2024-01-09,STK015,2.327653100346085
2024-01-09,STK016,-0.2051616888660442
2024-01-09,STK018,1.604254361517141
2024-01-09,STK019,-0.45769943095682564
2024-01-09,STK020,0.10788044434303304
2024-01-09,STK021,1.309550684860527
2024-01-09,STK022,-1.6022595410589253
2024-01-09,STK023,-1.2516472141061394
2024-01-09,STK024,-1.6012779371188537
2024-01-09,STK026,0.43963660601699356
2024-01-09,STK028,0.27627417932855375
2024-01-09,STK029,-1.4127658838923665
2024-01-09,STK030,-2.310103436632644
2024-01-09,STK031,0.054353585390382264
2024-01-09,STK032,-0.47177603363833576
2024-01-09,STK033,0.45938577171661177
2024-01-09,STK034,0.7019536262212701
2024-01-09,STK035,0.13824143205868192
2024-01-09,STK036,0.7601330853758538
2024-01-09,STK037,0.22921137411506842
2024-01-09,STK038,0.5300647056014667
2024-01-09,STK039,-0.7046732628698824
2024-01-09,STK041,0.19677609665695725
2024-01-09,STK042,0.8205284754174188
2024-01-09,STK043,-0.3937411722245721
2024-01-09,STK044,0.5211672557321126
2024-01-09,STK045,-0.265838791915379
2024-01-09,STK046,-0.11754216732813036
2024-01-09,STK048,-1.993060371054156
2024-01-09,STK049,-1.296472328074761
2024-01-09,STK050,-1.4821853974428207
2024-01-09,STK051,-2.3336161198483047
2024-01-09,STK052,-0.6782644401551767
2024-01-09,STK054,-0.28488406638257474
2024-01-09,STK055,0.19779008194185213
2024-01-09,STK056,1.0892174967107926
2024-01-09,STK057,1.3276861322676916
2024-01-09,STK058,-0.06913793472613955
2024-01-09,STK059,1.3535858895693973
2024-01-10,STK000,0.09212665843410921
2024-01-10,STK001,-0.8373982238274621
2024-01-10,STK002,-0.5944003521987352
2024-01-10,STK003,-1.4805365125650163
2024-01-10,STK004,-0.8881338537336524
2024-01-10,STK005,-0.35801668807442916
2024-01-10,STK006,0.8035850193786016
2024-01-10,STK007,1.7207698311659838
2024-01-10,STK008,-1.38218151537704
2024-01-10,STK009,0.39282746825991893
2024-01-10,STK010,-1.0405439391575344
2024-01-10,STK011,0.47469708846320197
2024-01-10,STK012,-0.1310866506877266
2024-01-10,STK013,-1.8309058258475304
2024-01-10,STK014,0.9282969915684843
2024-01-10,STK015,-0.605000712808731
2024-01-10,STK016,-0.5339002383735546
2024-01-10,STK017,-1.06975241128969
2024-01-10,STK018,-0.6542832766875555
2024-01-10,STK019,0.4278904406949172
2024-01-10,STK020,-0.18924434093640552
2024-01-10,STK021,0.32866200228248105
2024-01-10,STK022,0.3619218539288437
2024-01-10,STK023,1.320661655528167
2024-01-10,STK024,-0.3427861508643793
2024-01-10,STK025,-1.4768578168457318
2024-01-10,STK026,1.067222416571983
2024-01-10,STK028,1.114592444577377
2024-01-10,STK029,0.3833771131824704
2024-01-10,STK030,-0.13113753020334493
2024-01-10,STK031,0.3487758940462951
2024-01-10,STK033,2.076980529053753
2024-01-10,STK034,0.0693811351327787
2024-01-10,STK035,0.1601905933170753
2024-01-10,STK036,1.0762401574663856
2024-01-10,STK037,-0.8456610327673472
2024-01-10,STK038,0.3330703726182551
2024-01-10,STK039,-0.0258628479538564
2024-01-10,STK040,0.3139082114575536
2024-01-10,STK041,-0.8333688059494058
2024-01-10,STK042,-1.589567493308969
2024-01-10,STK043,-2.0729834359912918
2024-01-10,STK044,-1.1173841129896078
2024-01-10,STK045,-0.458675284939333
2024-01-10,STK046,-0.2931915866487618
2024-01-10,STK047,1.9372311624295169
2024-01-10,STK048,1.1059933699072981
2024-01-10,STK049,-0.9620911163416273
2024-01-10,STK050,0.34770845245095694
2024-01-10,STK051,-0.4070782363503251
2024-01-10,STK052,-0.28436383804009513
2024-01-10,STK053,0.18532564941538202
2024-01-10,STK054,0.6191711169753933
2024-01-10,STK055,-0.33925848388401536
2024-01-10,STK056,1.0638515327343585
2024-01-10,STK057,-1.141938226142404
2024-01-10,STK058,0.006339062362268442
2024-01-10,STK059,2.5976737265958323
2024-01-11,STK000,0.2230797426252751
2024-01-11,STK001,1.4332145066061728
2024-01-11,STK002,0.09152017817320818
2024-01-11,STK003,0.5807770953297967
2024-01-11,STK004,-0.056783194392691534
2024-01-11,STK005,-0.17040758116420443
2024-01-11,STK006,-0.7794823967254196
2024-01-11,STK007,0.4303013589575532
2024-01-11,STK008,-0.8515371891857679
2024-01-11,STK009,0.6655852363134291
2024-01-11,STK010,1.08528700444591
2024-01-11,STK011,0.36653140723722993
2024-01-11,STK012,-0.28624873355569186
2024-01-11,STK013,0.4539655793086961
2024-01-11,STK014,-0.3086730555464126
2024-01-11,STK015,0.9355471254651493
2024-01-11,STK016,-1.8314060842151236
2024-01-11,STK017,-0.3356073681186462
2024-01-11,STK018,-1.9908119951239978
2024-01-11,STK019,-1.495060830227205
2024-01-11,STK020,1.3638622298139094
2024-01-11,STK021,0.895184981971686
2024-01-11,STK022,-0.7194802332847904
2024-01-11,STK025,-0.5434955079326346
2024-01-11,STK026,2.4204150122474024
2024-01-11,STK027,0.4348842714636474
2024-01-11,STK029,0.46508020950030626
2024-01-11,STK030,-1.5609583529944429
2024-01-11,STK031,-0.29732336269763543
2024-01-11,STK032,0.09947747301573849
2024-01-11,STK033,-0.08610065182104851
2024-01-11,STK034,0.7908061216900806
2024-01-11,STK035,0.34464522623605237
2024-01-11,STK036,0.668326018107997
2024-01-11,STK037,-0.6883722822307594
2024-01-11,STK038,0.8978154084105481
2024-01-11,STK040,-0.9701495196514126
2024-01-11,STK041,-0.8876956557145598
2024-01-11,STK042,1.3357843363202329
2024-01-11,STK043,-0.19134398669506028
2024-01-11,STK044,1.403821392066557
2024-01-11,STK045,-0.4425357118921839
2024-01-11,STK046,1.4550455762707113
2024-01-11,STK047,0.13148581680545218
2024-01-11,STK048,0.2582288233226952
2024-01-11,STK049,1.5647180216699044
2024-01-11,STK050,-0.36177047744417123
2024-01-11,STK051,-0.9411220959249583
2024-01-11,STK052,-0.44856420802835434
2024-01-11,STK053,0.4523339506431387
2024-01-11,STK054,-1.5657590721805144
2024-01-11,STK055,0.6374709026511215
2024-01-11,STK056,-0.5387713176177432
2024-01-11,STK057,1.1478126607335635
2024-01-11,STK058,-2.3942603049004716
2024-01-11,STK059,-0.7865657751041687
2024-01-12,STK000,-1.686468151234102
2024-01-12,STK001,-0.8262294663639526
2024-01-12,STK002,0.24766590110894313
2024-01-12,STK003,-0.1792266254497549
2024-01-12,STK004,-0.25337756894801494
2024-01-12,STK005,-0.1591848713800608
2024-01-12,STK006,0.20338824061994343
2024-01-12,STK007,-1.0085360419431078
2024-01-12,STK008,0.7068496408990508
2024-01-12,STK009,0.6626659703854839
2024-01-12,STK010,0.385037937656101
2024-01-12,STK011,0.5565334427512632
2024-01-12,STK012,0.2964180008086595
2024-01-12,STK013,2.0350733027310675
2024-01-12,STK014,-0.0870941710525099
2024-01-12,STK015,-0.30708321833457675
2024-01-12,STK016,-0.7535275803573779
2024-01-12,STK017,-1.0322626705778368
2024-01-12,STK018,-1.2444717876010754
2024-01-12,STK019,-0.8887973132309185
2024-01-12,STK020,-0.07068038165207131
2024-01-12,STK021,0.3342951284977145
2024-01-12,STK022,0.051142058552161786
2024-01-12,STK023,-0.765535277429713
2024-01-12,STK024,0.9001845640199633
2024-01-12,STK025,0.7394126723009475
2024-01-12,STK026,-0.159648307422017
2024-01-12,STK027,-0.652916144664712
2024-01-12,STK028,0.5484279208297995
2024-01-12,STK029,0.18797358748610446
2024-01-12,STK030,-1.4481272594150476
2024-01-12,STK031,-0.0679802559844049
2024-01-12,STK032,0.26203581207438104
2024-01-12,STK033,-0.8996947864877538
2024-01-12,STK034,0.189843392837443
2024-01-12,STK035,-1.4548224852577891
2024-01-12,STK036,1.3361861000121709
2024-01-12,STK037,1.2479499850594318
2024-01-12,STK038,-0.25251733430296475
2024-01-12,STK039,0.36345433783907316
2024-01-12,STK040,-2.409921965799875
2024-01-12,STK041,-1.1563476602653329
2024-01-12,STK042,-0.2937789201521298
2024-01-12,STK043,-1.0721330214268592
2024-01-12,STK044,0.7143964826306588
2024-01-12,STK045,1.997296530747994
2024-01-12,STK046,-1.176614719429302
2024-01-12,STK047,-0.8374634040851927
2024-01-12,STK049,1.6111161484996208
2024-01-12,STK052,1.8212988508131087
2024-01-12,STK053,-1.6517591481792673
2024-01-12,STK054,-1.281069206845832
2024-01-12,STK055,-0.42360660646083825
2024-01-12,STK056,-0.520588412855411
2024-01-12,STK058,0.24165971982083806
2024-01-12,STK059,-1.7749620596421283
2024-01-15,STK000,0.5154104029008109
2024-01-15,STK002,1.274447216941239
2024-01-15,STK003,-0.6275875364369197
2024-01-15,STK004,-0.6366152831022357
2024-01-15,STK005,0.5411316108045314
2024-01-15,STK006,0.7629264823369366
2024-01-15,STK007,0.4480993639362036
2024-01-15,STK008,-1.6855973173848082
2024-01-15,STK009,0.5380344399282511
2024-01-15,STK010,-1.034308051674399
2024-01-15,STK011,0.2352761115882635
2024-01-15,STK012,-1.4237344353990602
2024-01-15,STK013,0.44632214754306365
2024-01-15,STK014,-0.8065989043073726
2024-01-15,STK015,-1.2826346502605217
2024-01-15,STK016,0.7138201364823995
2024-01-15,STK017,0.2416445216767513
2024-01-15,STK018,-0.6139768013928971
2024-01-15,STK019,1.4511788490210642
2024-01-15,STK020,-0.44065242156974244
2024-01-15,STK021,0.03210767397093466
2024-01-15,STK024,0.47113629339992935
2024-01-15,STK025,-0.5334523471647244
2024-01-15,STK026,-0.4116383222162092
2024-01-15,STK027,1.362642639803341
2024-01-15,STK028,-1.040586052512433
2024-01-15,STK029,-2.41278033092949
2024-01-15,STK030,1.6109369950118944
2024-01-15,STK031,2.549327952607003
2024-01-15,STK032,-0.40526926544933184
2024-01-15,STK034,-0.31048397619594376
2024-01-15,STK035,-0.2862229498406692
2024-01-15,STK036,-0.18992384102225704
2024-01-15,STK037,-1.1133880419218483
2024-01-15,STK038,0.5795611424764774
2024-01-15,STK039,0.5245073752860862
2024-01-15,STK040,-1.4944056198193065
2024-01-15,STK041,0.6991967316948878
2024-01-15,STK042,2.052684981945891
2024-01-15,STK043,0.17196033243705985
2024-01-15,STK045,-0.1420032144075213
2024-01-15,STK046,0.6152567669685612
2024-01-15,STK047,-1.7306716055072182
2024-01-15,STK048,0.16439070297730224
2024-01-15,STK049,-0.3904639494628101
2024-01-15,STK050,1.8478250129560454
2024-01-15,STK051,-0.17417273380495787
2024-01-15,STK052,1.6678876111195198
2024-01-15,STK053,-1.1037406977820072
2024-01-15,STK054,0.5872591668027922
2024-01-15,STK055,0.3194002637912288
2024-01-15,STK056,-0.8690472478647824
2024-01-15,STK057,0.17739611463694044
2024-01-15,STK058,1.2125188368316004
2024-01-15,STK059,-0.3237917042866007
2024-01-16,STK000,-1.6919626491697632
2024-01-16,STK001,-0.01756282647744591
2024-01-16,STK002,-0.9024230947925126
2024-01-16,STK003,-0.3423409386638824
2024-01-16,STK004,-0.08158776968512098
2024-01-16,STK005,-1.7056522160155172
2024-01-16,STK006,-1.615658339320678
2024-01-16,STK007,0.48206683552552526
2024-01-16,STK008,-0.5227186961696804
2024-01-16,STK009,-2.564744341820567
2024-01-16,STK010,0.7848440366081351
2024-01-16,STK011,0.27236975527423984
2024-01-16,STK012,-0.713874824036484
2024-01-16,STK013,-1.3168302110582415
2024-01-16,STK014,0.8358078963143372
2024-01-16,STK015,0.3493506225604296
2024-01-16,STK016,2.3826022826840734
2024-01-16,STK017,0.42018859872493736
2024-01-16,STK018,0.3877031412620148
2024-01-16,STK019,-0.16692793010856513
2024-01-16,STK020,0.816775867200791
2024-01-16,STK021,0.6250852012481537
2024-01-16,STK022,1.251725008565195
2024-01-16,STK023,-0.5213229186372847
2024-01-16,STK025,-0.4791031709119801
2024-01-16,STK026,0.7908017211789892
2024-01-16,STK027,1.498374440296732
2024-01-16,STK028,-0.45884049314930064
2024-01-16,STK029,-0.42477372779309125
2024-01-16,STK031,-0.24576150001290142
2024-01-16,STK032,0.95205365313989
2024-01-16,STK034,-0.8267050469168946
2024-01-16,STK035,-0.7824163339614458
2024-01-16,STK036,-2.320356012386145
2024-01-16,STK037,-0.9636384443688041
2024-01-16,STK038,-0.9151561158459262
2024-01-16,STK039,-0.20110465451883033
2024-01-16,STK040,1.1129658916602636
2024-01-16,STK041,-0.24506065119070236
2024-01-16,STK042,-1.0308137202711538
2024-01-16,STK043,-0.056954541213528984
2024-01-16,STK044,1.0491736214413494
2024-01-16,STK045,-0.9759588161149049
2024-01-16,STK046,-0.9105748839214486
2024-01-16,STK048,-0.22153611573080054
2024-01-16,STK049,0.6474846907094743
2024-01-16,STK050,-0.013646791795296761
2024-01-16,STK051,0.701663648089567
2024-01-16,STK052,-1.0350781140406409
2024-01-16,STK053,-0.01208465078826744
2024-01-16,STK054,-0.21069001436315682
2024-01-16,STK055,-1.2158909241041307
2024-01-16,STK056,-1.5634779478686884
2024-01-16,STK057,0.6857490352746618
2024-01-16,STK058,-0.3509523822179781
2024-01-16,STK059,-1.0222802816473295
2024-01-17,STK000,-0.09617893692333225
2024-01-17,STK001,1.1280188573493026
2024-01-17,STK002,-2.280737845371923
2024-01-17,STK003,-1.4966386899033264
2024-01-17,STK004,-0.9228864418952676
2024-01-17,STK006,0.2825869829192965
2024-01-17,STK007,0.7673172404612268
2024-01-17,STK008,-1.1401609191262305
2024-01-17,STK010,0.4478137167227104
2024-01-17,STK011,0.05827433093544655
2024-01-17,STK012,0.5487388188641266
2024-01-17,STK013,-0.18767099092845213
2024-01-17,STK014,0.278143726454627
2024-01-17,STK015,0.15811908490510918
2024-01-17,STK016,0.7777673890849254
2024-01-17,STK017,0.8070082819444706
2024-01-17,STK018,-1.6198719943917699
2024-01-17,STK019,-2.2472685553408556
2024-01-17,STK020,1.0017453976515072
2024-01-17,STK021,1.1877250932619365
2024-01-17,STK023,-1.8598354065456286
2024-01-17,STK024,0.09903482100720092
2024-01-17,STK025,0.9308382263505294
2024-01-17,STK026,1.7975945224343146
2024-01-17,STK027,0.516297572101451
2024-01-17,STK028,-0.37171669658569495
2024-01-17,STK029,-0.8931306215848627
2024-01-17,STK030,0.011451291670654416
2024-01-17,STK031,-0.2992647038852564
2024-01-17,STK034,1.785168402072131
2024-01-17,STK036,-0.9208503978091276
2024-01-17,STK037,0.8550193242972788
2024-01-17,STK038,0.6396264094979018
2024-01-17,STK039,0.44254562420405297
2024-01-17,STK040,1.2496652670437771
2024-01-17,STK041,0.6353711428612774
2024-01-17,STK042,0.7400142363043355
2024-01-17,STK043,0.6369062833722101
